Provider type,State/territory of delivery location,Age group,Previous highest education level,Level of education, Year, 2019, 2020, 2021, 2022, 2023
Schools,New South Wales,15 to 19 years,Year 11,Certificate I,,885,885,625,525,465
Schools,New South Wales,15 to 19 years,Certificate II,Totals,,20,35,30,30,45
Schools,New South Wales,15 to 19 years,Certificate II,Certificate III,,5,5,5,-,10
Schools,New South Wales,15 to 19 years,Certificate II,Certificate II,,15,30,25,25,30
Schools,New South Wales,15 to 19 years,Certificate II,Certificate I,,-,5,5,-,-
Schools,New South Wales,15 to 19 years,Year 10,Totals,,"25,415","27,015","26,490","25,555","25,915"
Schools,New South Wales,15 to 19 years,Year 10,Certificate III,,"3,955","5,415","5,085","7,180","7,775"
Schools,New South Wales,15 to 19 years,Year 10,Certificate II,,"19,785","19,880","19,920","17,090","16,420"
Schools,New South Wales,15 to 19 years,Year 10,Certificate I,,"1,630","1,710","1,485","1,285","1,715"
Schools,New South Wales,15 to 19 years,Year 10,Non-AQF level,,45,10,5,-,-
Schools,New South Wales,15 to 19 years,Certificate I,Totals,,10,25,35,-,15
Schools,New South Wales,15 to 19 years,Certificate I,Certificate II,,5,-,-,-,10
Schools,New South Wales,15 to 19 years,Certificate I,Certificate I,,5,25,30,-,5
Schools,New South Wales,15 to 19 years,Miscellaneous education,Totals,,-,5,5,5,10
Schools,New South Wales,15 to 19 years,Miscellaneous education,Certificate II,,-,5,-,5,-
Schools,New South Wales,15 to 19 years,Miscellaneous education,Certificate I,,-,-,5,-,5
Schools,New South Wales,15 to 19 years,Year 9 or lower,Totals,,265,485,335,560,945
Schools,New South Wales,15 to 19 years,Year 9 or lower,Diploma,,-,-,-,10,-
Schools,New South Wales,15 to 19 years,Year 9 or lower,Certificate III,,15,30,20,105,210
Schools,New South Wales,15 to 19 years,Year 9 or lower,Certificate II,,130,270,225,380,600
Schools,New South Wales,15 to 19 years,Year 9 or lower,Certificate I,,120,185,90,65,130
Schools,New South Wales,15 to 19 years,Year 9 or lower,Non-AQF level,,-,-,-,-,5
Schools,New South Wales,15 to 19 years,Not known,Totals,,"3,670","3,865","3,235","3,335","4,065"
Schools,New South Wales,15 to 19 years,Not known,Certificate III,,250,265,385,330,345
Schools,New South Wales,15 to 19 years,Not known,Certificate II,,"1,225","1,225","1,080","1,220","1,240"
Schools,New South Wales,15 to 19 years,Not known,Certificate I,,"2,180","2,370","1,765","1,785","2,480"
Schools,New South Wales,15 to 19 years,Not known,Non-AQF level,,10,5,5,-,-
Schools,Victoria,Totals,,,,"15,295","15,200","15,905","16,630","18,340"
Schools,Victoria,15 to 19 years,Totals,,,"15,295","15,200","15,905","16,630","18,340"
Schools,Victoria,15 to 19 years,Certificate IV,Totals,,40,25,20,15,20
Schools,Victoria,15 to 19 years,Certificate IV,Diploma,,15,10,5,-,-
Schools,Victoria,15 to 19 years,Certificate IV,Certificate IV,,20,5,5,10,15
Schools,Victoria,15 to 19 years,Certificate IV,Certificate III,,5,-,-,-,5
Schools,Victoria,15 to 19 years,Certificate IV,Certificate I,,5,10,5,-,-
Schools,Victoria,15 to 19 years,Certificate III,Totals,,60,55,35,45,40
Schools,Victoria,15 to 19 years,Certificate III,Diploma,,-,5,-,-,-
Schools,Victoria,15 to 19 years,Certificate III,Certificate IV,,30,25,15,15,20
Schools,Victoria,15 to 19 years,Certificate III,Certificate III,,20,25,10,20,15
Schools,Victoria,15 to 19 years,Certificate III,Certificate II,,5,-,5,5,5
Schools,Victoria,15 to 19 years,Year 12,Totals,,"2,485","2,665","3,205","2,735","3,050"
Schools,Victoria,15 to 19 years,Year 12,Diploma,,5,5,5,35,35
Schools,Victoria,15 to 19 years,Year 12,Certificate IV,,125,160,170,145,155
Schools,Victoria,15 to 19 years,Year 12,Certificate III,,985,915,"1,060",890,895
Schools,Victoria,15 to 19 years,Year 12,Certificate II,,"1,185","1,360","1,440","1,390","1,435"
Schools,Victoria,15 to 19 years,Year 12,Certificate I,,185,230,530,275,525
Schools,Victoria,15 to 19 years,Year 12,Non-AQF level,,-,-,-,-,5
Schools,Victoria,15 to 19 years,Year 11,Totals,,"4,795","4,875","4,970","5,390","5,265"
Schools,Victoria,15 to 19 years,Year 11,Diploma,,20,20,15,60,45
Schools,Victoria,15 to 19 years,Year 11,Certificate IV,,65,60,45,35,45
Schools,Victoria,15 to 19 years,Year 11,Certificate III,,"1,565","1,525","1,500","1,635","1,435"
Schools,Victoria,15 to 19 years,Year 11,Certificate II,,"2,625","2,715","2,835","2,905","3,105"
Schools,Victoria,15 to 19 years,Year 11,Certificate I,,515,555,570,755,630
Schools,Victoria,15 to 19 years,Certificate II,Totals,,95,95,95,105,70
Schools,Victoria,15 to 19 years,Certificate II,Certificate III,,60,65,50,60,25
Schools,Victoria,15 to 19 years,Certificate II,Certificate II,,25,20,40,35,30
Schools,Victoria,15 to 19 years,Certificate II,Certificate I,,5,10,5,10,15
Schools,Victoria,15 to 19 years,Year 10,Totals,,"4,545","4,555","4,540","5,155","6,200"
Schools,Victoria,15 to 19 years,Year 10,Diploma,,25,15,20,10,25
Schools,Victoria,15 to 19 years,Year 10,Certificate IV,,30,30,40,55,40
Schools,Victoria,15 to 19 years,Year 10,Certificate III,,"1,265","1,210","1,240","1,365","1,390"
Schools,Victoria,15 to 19 years,Year 10,Certificate II,,"2,850","2,775","2,940","3,085","3,495"
Schools,Victoria,15 to 19 years,Year 10,Certificate I,,375,520,290,640,"1,240"
Schools,Victoria,15 to 19 years,Year 10,Non-AQF level,,-,-,10,5,-
Schools,Victoria,15 to 19 years,Certificate I,Totals,,105,100,65,60,130
Schools,Victoria,15 to 19 years,Certificate I,Certificate II,,35,45,20,20,75
Schools,Victoria,15 to 19 years,Certificate I,Certificate I,,65,50,45,35,55
Schools,Victoria,15 to 19 years,Miscellaneous education,Totals,,20,30,15,10,40
Schools,Victoria,15 to 19 years,Miscellaneous education,Certificate III,,5,-,-,-,-
Schools,Victoria,15 to 19 years,Miscellaneous education,Certificate II,,5,5,5,-,5
Schools,Victoria,15 to 19 years,Miscellaneous education,Certificate I,,10,20,10,5,35
Schools,Victoria,15 to 19 years,Year 9 or lower,Totals,,"1,970","2,050","2,280","2,420","2,815"
Schools,Victoria,15 to 19 years,Year 9 or lower,Diploma,,-,-,5,5,-
Schools,Victoria,15 to 19 years,Year 9 or lower,Certificate IV,,25,15,15,10,5
Schools,Victoria,15 to 19 years,Year 9 or lower,Certificate III,,365,375,450,505,485
Schools,Victoria,15 to 19 years,Year 9 or lower,Certificate II,,"1,100","1,100","1,170","1,010","1,175"
Schools,Victoria,15 to 19 years,Year 9 or lower,Certificate I,,480,510,585,755,"1,145"
Schools,Victoria,15 to 19 years,Year 9 or lower,Non-AQF level,,-,40,55,135,-
Schools,Victoria,15 to 19 years,Not known,Totals,,"1,185",755,680,705,715
Schools,Victoria,15 to 19 years,Not known,Diploma,,-,-,10,10,-
Schools,Victoria,15 to 19 years,Not known,Certificate IV,,5,-,10,15,20
Schools,Victoria,15 to 19 years,Not known,Certificate III,,285,170,160,160,155
Schools,Victoria,15 to 19 years,Not known,Certificate II,,890,575,485,495,535
Schools,Victoria,15 to 19 years,Not known,Certificate I,,-,5,-,-,-
Schools,Victoria,15 to 19 years,Not known,Non-AQF level,,-,5,15,20,-
Schools,Queensland,Totals,,,,"63,085","67,560","71,900","53,995","61,515"
Schools,Queensland,15 to 19 years,Totals,,,"63,085","67,560","71,900","53,995","61,515"
Schools,Queensland,15 to 19 years,Bachelor degree / Higher degree level,Totals,,5,10,-,5,15
Schools,Queensland,15 to 19 years,Bachelor degree / Higher degree level,Certificate II,,5,10,-,-,10
Schools,Queensland,15 to 19 years,Advanced diploma / Associate degree,Totals,,-,-,-,-,5
Schools,Queensland,15 to 19 years,Advanced diploma / Associate degree,Certificate II,,-,-,-,-,5
Schools,Queensland,15 to 19 years,Diploma,Totals,,15,60,65,30,30
Schools,Queensland,15 to 19 years,Diploma,Certificate IV,,5,-,-,-,-
Schools,Queensland,15 to 19 years,Diploma,Certificate III,,-,5,15,5,-
Schools,Queensland,15 to 19 years,Diploma,Certificate II,,5,50,50,25,25
Schools,Queensland,15 to 19 years,Diploma,Certificate I,,-,5,-,-,-
Schools,Queensland,15 to 19 years,Certificate IV,Totals,,35,35,50,25,40
Schools,Queensland,15 to 19 years,Certificate IV,Certificate IV,,20,15,20,20,15
Schools,Queensland,15 to 19 years,Certificate IV,Certificate III,,-,-,5,-,5
Schools,Queensland,15 to 19 years,Certificate IV,Certificate II,,15,10,25,5,15
Schools,Queensland,15 to 19 years,Certificate IV,Certificate I,,-,-,5,-,5
Schools,Queensland,15 to 19 years,Certificate III,Totals,,335,550,635,355,385
Schools,Queensland,15 to 19 years,Certificate III,Certificate IV,,10,15,5,5,5
Schools,Queensland,15 to 19 years,Certificate III,Certificate III,,60,100,140,80,100
Schools,Queensland,15 to 19 years,Certificate III,Certificate II,,220,390,430,245,265
Schools,Queensland,15 to 19 years,Certificate III,Certificate I,,35,45,60,25,15
Schools,Queensland,15 to 19 years,Certificate III,Non-AQF level,,5,-,-,-,-
Schools,Queensland,15 to 19 years,Year 12,Totals,,280,390,635,335,310
Schools,Queensland,15 to 19 years,Year 12,Certificate IV,,5,5,5,5,-
Schools,Queensland,15 to 19 years,Year 12,Certificate III,,15,40,105,60,70
Schools,Queensland,15 to 19 years,Year 12,Certificate II,,195,280,430,240,190
Schools,Queensland,15 to 19 years,Year 12,Certificate I,,65,65,90,30,45
Schools,Queensland,15 to 19 years,Year 11,Totals,,"15,005","21,045","19,400","17,705","19,775"
Schools,Queensland,15 to 19 years,Year 11,Diploma,,-,20,15,-,-
Schools,Queensland,15 to 19 years,Year 11,Certificate IV,,230,560,580,670,660
Schools,Queensland,15 to 19 years,Year 11,Certificate III,,"1,255","2,495","2,790","3,385","3,590"
Schools,Queensland,15 to 19 years,Year 11,Certificate II,,"10,200","15,020","13,515","12,070","13,400"
Schools,Queensland,15 to 19 years,Year 11,Certificate I,,"3,285","2,955","2,500","1,580","2,120"
Schools,Queensland,15 to 19 years,Year 11,Non-AQF level,,35,-,-,-,5
Schools,Queensland,15 to 19 years,Certificate II,Totals,,880,800,"1,055",685,710
Schools,Queensland,15 to 19 years,Certificate II,Certificate IV,,5,5,20,10,10
Schools,Queensland,15 to 19 years,Certificate II,Certificate III,,70,70,120,105,125
Schools,Queensland,15 to 19 years,Certificate II,Certificate II,,690,620,800,500,515
Schools,Queensland,15 to 19 years,Certificate II,Certificate I,,115,105,115,65,60
Schools,Queensland,15 to 19 years,Year 10,Totals,,"26,620","23,905","25,880","19,925","22,360"
Schools,Queensland,15 to 19 years,Year 10,Diploma,,10,-,25,60,25
Schools,Queensland,15 to 19 years,Year 10,Certificate IV,,620,640,740,755,745
Schools,Queensland,15 to 19 years,Year 10,Certificate III,,"2,670","2,880","3,705","3,590","4,235"
Schools,Queensland,15 to 19 years,Year 10,Certificate II,,"19,380","17,545","18,665","13,855","14,765"
Schools,Queensland,15 to 19 years,Year 10,Certificate I,,"3,905","2,845","2,745","1,665","2,585"
Schools,Queensland,15 to 19 years,Year 10,Non-AQF level,,35,-,-,-,5
Schools,Queensland,15 to 19 years,Certificate I,Totals,,90,80,70,55,80
Schools,Queensland,15 to 19 years,Certificate I,Certificate III,,5,5,5,5,-
Schools,Queensland,15 to 19 years,Certificate I,Certificate II,,35,50,30,35,50
Schools,Queensland,15 to 19 years,Certificate I,Certificate I,,45,25,35,15,30
Schools,Queensland,15 to 19 years,Miscellaneous education,Totals,,20,25,95,20,30
Schools,Queensland,15 to 19 years,Miscellaneous education,Certificate II,,10,20,75,15,15
Schools,Queensland,15 to 19 years,Miscellaneous education,Certificate I,,5,5,15,5,5
Schools,Queensland,15 to 19 years,Year 9 or lower,Totals,,"19,220","18,855","21,775","13,820","16,470"
Schools,Queensland,15 to 19 years,Year 9 or lower,Certificate IV,,110,140,135,100,125
Schools,Queensland,15 to 19 years,Year 9 or lower,Certificate III,,625,540,965,"1,050","1,140"
Schools,Queensland,15 to 19 years,Year 9 or lower,Certificate II,,"10,205","11,280","13,370","9,700","10,640"
Schools,Queensland,15 to 19 years,Year 9 or lower,Certificate I,,"8,245","6,895","7,310","2,965","4,560"
Schools,Queensland,15 to 19 years,Year 9 or lower,Non-AQF level,,40,-,-,-,5
Schools,Queensland,15 to 19 years,Not known,Totals,,580,"1,805","2,250","1,030","1,310"
Schools,Queensland,15 to 19 years,Not known,Certificate IV,,5,20,35,25,35
Schools,Queensland,15 to 19 years,Not known,Certificate III,,15,110,200,170,135
Schools,Queensland,15 to 19 years,Not known,Certificate II,,430,"1,335","1,665",740,960
Schools,Queensland,15 to 19 years,Not known,Certificate I,,135,340,350,100,180
Schools,South Australia,Totals,,,,800,550,545,545,500
Schools,South Australia,15 to 19 years,Totals,,,800,550,545,545,500
Schools,South Australia,15 to 19 years,Certificate III,Totals,,20,15,25,5,-
Schools,South Australia,15 to 19 years,Certificate III,Diploma,,5,5,-,-,-
Schools,South Australia,15 to 19 years,Certificate III,Certificate III,,15,10,20,5,-
Schools,South Australia,15 to 19 years,Year 12,Totals,,30,20,10,5,5
Schools,South Australia,15 to 19 years,Year 12,Advanced diploma,,-,-,5,-,-
Schools,South Australia,15 to 19 years,Year 12,Diploma,,5,10,5,-,-
Schools,South Australia,15 to 19 years,Year 12,Certificate III,,10,10,5,5,5
Schools,South Australia,15 to 19 years,Year 12,Certificate II,,10,-,-,-,-
Schools,South Australia,15 to 19 years,Year 11,Totals,,240,175,160,160,85
Schools,South Australia,15 to 19 years,Year 11,Certificate IV,,15,5,5,-,-
Schools,South Australia,15 to 19 years,Year 11,Certificate III,,185,155,145,130,65
Schools,South Australia,15 to 19 years,Year 11,Certificate II,,35,20,10,20,20
Schools,South Australia,15 to 19 years,Year 11,Certificate I,,5,-,-,10,-
Schools,South Australia,15 to 19 years,Certificate II,Totals,,15,5,5,5,-
Schools,South Australia,15 to 19 years,Certificate II,Certificate III,,10,-,5,5,-
Schools,South Australia,15 to 19 years,Certificate II,Certificate II,,5,-,-,-,-
Schools,South Australia,15 to 19 years,Year 10,Totals,,325,250,235,250,275
Schools,South Australia,15 to 19 years,Year 10,Certificate IV,,5,10,5,-,-
Schools,South Australia,15 to 19 years,Year 10,Certificate III,,180,165,160,180,150
Schools,South Australia,15 to 19 years,Year 10,Certificate II,,115,70,70,55,120
Schools,South Australia,15 to 19 years,Year 10,Certificate I,,25,5,-,15,5
Schools,South Australia,15 to 19 years,Certificate I,Totals,,-,-,-,5,-
Schools,South Australia,15 to 19 years,Year 9 or lower,Totals,,100,60,75,60,55
Schools,South Australia,15 to 19 years,Year 9 or lower,Certificate III,,45,25,30,15,15
Schools,South Australia,15 to 19 years,Year 9 or lower,Certificate II,,25,35,45,35,35
Schools,South Australia,15 to 19 years,Year 9 or lower,Certificate I,,30,-,-,10,10
Schools,South Australia,15 to 19 years,Not known,Totals,,70,25,35,55,80
Schools,South Australia,15 to 19 years,Not known,Certificate III,,20,5,15,10,10
Schools,South Australia,15 to 19 years,Not known,Certificate II,,40,10,15,35,25
Schools,South Australia,15 to 19 years,Not known,Certificate I,,10,5,5,10,45
Schools,Western Australia,Totals,,,,"4,565","4,560","4,430","4,535","4,315"
Schools,Western Australia,15 to 19 years,Totals,,,"4,565","4,560","4,430","4,535","4,315"
Schools,Western Australia,15 to 19 years,Certificate III,Totals,,15,10,5,-,5
Schools,Western Australia,15 to 19 years,Certificate III,Certificate II,,15,10,5,-,5
Schools,Western Australia,15 to 19 years,Year 12,Totals,,5,5,10,5,10
Schools,Western Australia,15 to 19 years,Year 12,Diploma,,-,-,-,-,5
Schools,Western Australia,15 to 19 years,Year 12,Certificate IV,,-,5,5,-,5
Schools,Western Australia,15 to 19 years,Year 12,Certificate II,,5,-,5,5,-
Schools,Western Australia,15 to 19 years,Year 11,Totals,,"1,750","1,685","1,710","1,455","1,450"
Schools,Western Australia,15 to 19 years,Year 11,Certificate IV,,-,5,10,10,5
Schools,Western Australia,15 to 19 years,Year 11,Certificate III,,115,115,110,100,95
Schools,Western Australia,15 to 19 years,Year 11,Certificate II,,"1,595","1,550","1,565","1,315","1,320"
Schools,Western Australia,15 to 19 years,Year 11,Certificate I,,40,15,20,35,30
Schools,Western Australia,15 to 19 years,Certificate II,Totals,,5,-,5,15,10
Schools,Western Australia,15 to 19 years,Certificate II,Certificate III,,-,-,-,5,5
Schools,Western Australia,15 to 19 years,Certificate II,Certificate II,,5,-,5,5,5
Schools,Western Australia,15 to 19 years,Year 10,Totals,,"1,865","1,915","1,850","1,910","1,690"
Schools,Western Australia,15 to 19 years,Year 10,Certificate III,,30,15,25,25,15
Schools,Western Australia,15 to 19 years,Year 10,Certificate II,,"1,735","1,815","1,715","1,740","1,520"
Schools,Western Australia,15 to 19 years,Year 10,Certificate I,,100,80,115,145,145
Schools,Western Australia,15 to 19 years,Year 10,Non-AQF level,,-,-,-,-,10
Schools,Western Australia,15 to 19 years,Certificate I,Totals,,5,-,-,-,5
Schools,Western Australia,15 to 19 years,Certificate I,Certificate II,,5,-,-,-,5
Schools,Western Australia,15 to 19 years,Miscellaneous education,Totals,,-,-,-,10,5
Schools,Western Australia,15 to 19 years,Miscellaneous education,Certificate I,,-,-,-,10,5
Schools,Western Australia,15 to 19 years,Year 9 or lower,Totals,,865,870,695,955,985
Schools,Western Australia,15 to 19 years,Year 9 or lower,Certificate III,,10,10,10,10,10
Schools,Western Australia,15 to 19 years,Year 9 or lower,Certificate II,,650,685,500,615,720
Schools,Western Australia,15 to 19 years,Year 9 or lower,Certificate I,,205,170,185,330,245
